0,010PHP@010php.nl,NOT_ENOUGH_DEVELOPERS,0
1,0be1@ansible,IS_FORKED,0
2,0dadj1an@pynet,NOT_ENOUGH_DEVELOPERS,0
3,0k@OpenUpgrade,IS_FORKED,0
4,0k@odoo,IS_FORKED,0
5,0mars@demo-appointments,NOT_ENOUGH_DEVELOPERS,0
6,0x46616c6b@Elastica,============NOT_FOUND============,0
7,0x46616c6b@ansible,============NOT_FOUND============,0
8,0x46616c6b@legacy-custom,============NOT_FOUND============,0
9,0xCCD@mitro,IS_FORKED,0
10,1000ch@webpagetest-local,NOT_ENOUGH_DEVELOPERS,0
11,1000i1@Sylius,IS_FORKED,0
12,101medialab@Sylius,IS_FORKED,0
13,1021ky@docker-on-ubuntu-vagrant,NOT_ENOUGH_DEVELOPERS,0
14,1032231418@python,============NOT_FOUND============,0
15,10sr@ec2,NOT_ENOUGH_DEVELOPERS,0
16,10sr@machine-setups,NOT_ENOUGH_DEVELOPERS,0
17,10sr@server-provisions,NOT_ENOUGH_DEVELOPERS,0
18,10to1@xc-custom,IS_FORKED,0
19,117111302@configuration,IS_FORKED,0
20,11h42@pdf-print-service,NOT_ENOUGH_DEVELOPERS,0
21,11mariom@azure-quickstart-magento,NOT_ENOUGH_DEVELOPERS,0
22,128keaton@Heat,NOT_ENOUGH_DEVELOPERS,0
23,12bala@nuevas-esperanzas,NOT_ENOUGH_DEVELOPERS,0
24,19ft@vagrant-phpdev,NOT_ENOUGH_DEVELOPERS,0
25,1OOSUR@phpDocumentor2,IS_FORKED,0
26,1XWP@Sylius,IS_FORKED,0
27,1ambda@zeppelin,IS_FORKED,0
28,1azyman@vagrant-cassandra-spark,NOT_ENOUGH_DEVELOPERS,0
29,1dot75cm@copr-deploy,NOT_ENOUGH_DEVELOPERS,0
30,1tylermitchell@cluster-preflight,NOT_ENOUGH_DEVELOPERS,0
31,1tylermitchell@healthcheck,NOT_ENOUGH_DEVELOPERS,0
32,1uptalent@fleet,NOT_ENOUGH_DEVELOPERS,0
33,2015-Middleware-Keynote@demo-ansible,ALL_OKAY,100.0
34,20awesome@devops-crash-course-2016,NOT_ENOUGH_PLAYBOOKS,0
35,20uf@ansible,IS_FORKED,0
36,20uf@symfony-sandbox,NOT_ENOUGH_DEVELOPERS,0
37,24eme@CIVA,NOT_ENOUGH_DEVELOPERS,0
38,24eme@aurouze,NOT_ENOUGH_DEVELOPERS,0
39,24eme@giilda,NOT_ENOUGH_DEVELOPERS,0
40,24eme@giilde,NOT_ENOUGH_DEVELOPERS,0
41,2XL@hive-js,IS_FORKED,0
42,2gis@ansible,IS_FORKED,0
43,2ndQuadrant@ansible,IS_FORKED,0
44,318io@318-io,NOT_ENOUGH_DEVELOPERS,0
45,361007018@ansible-test,NOT_ENOUGH_DEVELOPERS,0
46,3D-e-Chem@3D-e-Chem-VM,NOT_ENOUGH_DEVELOPERS,0
47,3cky@kubernetes,IS_FORKED,0
48,3dfxmadscientist@odoo_vi,NOT_ENOUGH_DEVELOPERS,0
49,3liz@lizmap-web-client,NOT_ENOUGH_PLAYBOOKS,0
50,3manuek@kubernetes,IS_FORKED,0
51,3manuek@pgCryptoBench,NOT_ENOUGH_DEVELOPERS,0
52,3vjuyuan-ltd@vagrant-esxi-ansible,NOT_ENOUGH_DEVELOPERS,0
53,3vjuyuan@vagrant-esxi-ansible,NOT_ENOUGH_DEVELOPERS,0
54,404mike@llgc-shipping,NOT_ENOUGH_DEVELOPERS,0
55,404mike@test-foo,NOT_ENOUGH_DEVELOPERS,0
56,404mike@uguisu,NOT_ENOUGH_DEVELOPERS,0
57,4414@phpDocumentor2,============NOT_FOUND============,0
58,47lining@ansible,IS_FORKED,0
59,47lining@image-pipeline-demo,NOT_ENOUGH_DEVELOPERS,0
60,47lining@nucleator-core,NOT_ENOUGH_DEVELOPERS,0
61,47lining@nucleator-core-apache,NOT_ENOUGH_DEVELOPERS,0
62,47lining@nucleator-core-beanstalk,NOT_ENOUGH_DEVELOPERS,0
63,47lining@nucleator-core-builder,NOT_ENOUGH_DEVELOPERS,0
64,47lining@nucleator-core-cage,NOT_ENOUGH_DEVELOPERS,0
65,47lining@nucleator-core-openvpn,NOT_ENOUGH_DEVELOPERS,0
66,47lining@nucleator-core-redshift,NOT_ENOUGH_DEVELOPERS,0
67,47lining@nucleator-core-siteconfig,NOT_ENOUGH_DEVELOPERS,0
68,491852809@jumpserver,NOT_ENOUGH_PLAYBOOKS,0
69,4admin2root@ansible-kubeadm,NOT_ENOUGH_DEVELOPERS,0
70,4admin2root@devopssec,NOT_ENOUGH_DEVELOPERS,0
71,4eek@configuration,IS_FORKED,0
72,4eign@atlas_library,NOT_ENOUGH_DEVELOPERS,0
73,51114u9@openstreetmap-website,IS_FORKED,0
74,585-software@rocdev,NOT_ENOUGH_DEVELOPERS,0
75,58DBA@ansible,NOT_ENOUGH_DEVELOPERS,0
76,5ub071cH@mage1box,NOT_ENOUGH_DEVELOPERS,0
77,5x5x5x5@ReproTutorial,NOT_ENOUGH_DEVELOPERS,0
78,6aika@sixodp-infra,NOT_ENOUGH_DEVELOPERS,0
79,6thmarch@HomeServer,NOT_ENOUGH_DEVELOPERS,0
80,772413635@mtDNS,NOT_ENOUGH_DEVELOPERS,0
81,776166@ansible-django-cms,NOT_ENOUGH_DEVELOPERS,0
82,786951355@jumpserver,NOT_ENOUGH_DEVELOPERS,0
83,7EHR4F@my_photo_booth,NOT_ENOUGH_DEVELOPERS,0
84,8191@ansible,IS_FORKED,0
85,929528@PetroleumAccounting,NOT_ENOUGH_DEVELOPERS,0
86,A1ve5@fgci-ansible,NOT_ENOUGH_DEVELOPERS,0
87,AAFC-MBB@galaxy-cloudman-playbook,IS_FORKED,0
