0,1000Bulbs@sprout-wrap,IS_FORKED
1,1000k@chef-repo-meetup,NOT_ENOUGH_DEVELOPERS
2,1000k@zabbix-sandbox,NOT_ENOUGH_DEVELOPERS
3,10thmagnitude@application_dotnet,NOT_ENOUGH_DEVELOPERS
4,1cochan@vagrant-playframework,IS_FORKED
5,1digicoder@vm-builder,NOT_ENOUGH_DEVELOPERS
6,1n@chef-jboss,NOT_ENOUGH_DEVELOPERS
7,1pac@chef-cookbooks,NOT_ENOUGH_DEVELOPERS
8,1suming@readthedocs.org,IS_FORKED
9,2947721120@sagacious-capsicum,NOT_ENOUGH_DEVELOPERS
10,2xmc@apt,IS_FORKED
11,2xmc@firewall,IS_FORKED
12,2xmc@memcached,IS_FORKED
13,2xmc@sudo,IS_FORKED
14,304471720@gatewayd,IS_FORKED
15,3dinfluence@chef,IS_FORKED
16,3ft9@phpshow,NOT_ENOUGH_DEVELOPERS
17,3months@bluepill,IS_FORKED
18,3ofcoins@chef-cookbook-bacula-ng,NOT_ENOUGH_DEVELOPERS
19,3ofcoins@chef-cookbook-chef-server-webapp,NOT_ENOUGH_DEVELOPERS
20,3ofcoins@chef-cookbook-data_file,NOT_ENOUGH_DEVELOPERS
21,3ofcoins@chef-cookbook-docker-appliance,NOT_ENOUGH_DEVELOPERS
22,3ofcoins@chef-cookbook-git-annex,NOT_ENOUGH_DEVELOPERS
23,3ofcoins@chef-cookbook-icinga,NOT_ENOUGH_DEVELOPERS
24,3ofcoins@chef-cookbook-nginx-proxy,NOT_ENOUGH_DEVELOPERS
25,3ofcoins@chef-cookbook-ssl-key-vault,NOT_ENOUGH_DEVELOPERS
26,3ofcoins@idk-repo,NOT_ENOUGH_DEVELOPERS
27,3ofcoins@ipscriptables,NOT_ENOUGH_DEVELOPERS
28,42cc@ripple-authd,IS_FORKED
29,7bfa689ac3c4be50f8ba6c1ea8c5f316@apache2,IS_FORKED
30,7bfa689ac3c4be50f8ba6c1ea8c5f316@bluepill,IS_FORKED
31,7bfa689ac3c4be50f8ba6c1ea8c5f316@ohai,IS_FORKED
32,7bfa689ac3c4be50f8ba6c1ea8c5f316@runit,IS_FORKED
33,7gitLak@tdi-example,NOT_ENOUGH_DEVELOPERS
34,AMekss@server-install,NOT_ENOUGH_DEVELOPERS
35,AMeng@chefspec-bootstrap,NOT_ENOUGH_DEVELOPERS
36,AQORN@thunder-engine,NOT_ENOUGH_DEVELOPERS
37,ARentz07@rundeck,IS_FORKED
38,ASTechTalk@2-vagrant-chef-capistrano,NOT_ENOUGH_DEVELOPERS
39,ASerputko@v-todo,NOT_ENOUGH_DEVELOPERS
40,Abine@nginx_cookbook,NOT_ENOUGH_DEVELOPERS
41,Acidburn0zzz@apt,IS_FORKED
42,Acidburn0zzz@chef-client,IS_FORKED
43,AdriVanHoudt@Fastrada,NOT_ENOUGH_DEVELOPERS
44,Afterglow@jenkins,IS_FORKED
45,Alerkay@maven,IS_FORKED
46,AlexandrT@marketplace,NOT_ENOUGH_DEVELOPERS
47,AlexeyDemidov@jenkins,IS_FORKED
48,Alfresco@chef-commons,NOT_ENOUGH_DEVELOPERS
49,AliHichem@my-mclowd,NOT_ENOUGH_DEVELOPERS
50,AlphaStaxLLC@aws-codedeploy-samples,IS_FORKED
51,AlphaStaxLLC@discourse,IS_FORKED
52,AlphaStaxLLC@scalr,IS_FORKED
53,Altiscale@apache2,IS_FORKED
54,Altiscale@apt,IS_FORKED
55,Altiscale@aws,IS_FORKED
56,Altiscale@bluepill,IS_FORKED
57,Altiscale@chef-vault,IS_FORKED
58,Altiscale@cron,IS_FORKED
59,Altiscale@iptables,IS_FORKED
60,Altiscale@limits,IS_FORKED
61,Altiscale@logrotate,IS_FORKED
62,Altiscale@lvm,IS_FORKED
63,Altiscale@maven,IS_FORKED
64,Altiscale@ohai,IS_FORKED
65,Altiscale@rsync,IS_FORKED
66,Altiscale@runit,IS_FORKED
67,Altiscale@ssh_authorized_keys-cookbook,IS_FORKED
68,Altoros@juju-dev-box,NOT_ENOUGH_DEVELOPERS
69,Alukardd@cookbook-apt,IS_FORKED
70,Amakata@mysql,IS_FORKED
71,AmarGmail@chef-repo,NOT_ENOUGH_DEVELOPERS
72,AmoebaLabs@chef-jenkins,IS_FORKED
73,AnalogJ@minimart,IS_FORKED
74,AncientLeGrey@overbox,NOT_ENOUGH_DEVELOPERS
75,AncientLeGrey@rpm-lab,NOT_ENOUGH_DEVELOPERS
76,AncientLeGrey@torquebox.rpm,NOT_ENOUGH_DEVELOPERS
77,AndreKlang@magento-vagrant,IS_FORKED
78,Andres-M-Rios@Velocity2-RealEstate,NOT_ENOUGH_DEVELOPERS
79,AndyBoucher@Chef-Testing,ALL_OKAY
80,Aquilent@drug-adverse-event-browser,NOT_ENOUGH_DEVELOPERS
81,Aquilent@epa-eds,NOT_ENOUGH_DEVELOPERS
82,Arsey@vagrant-for-mpr,NOT_ENOUGH_DEVELOPERS
83,Asana@monit-ng,IS_FORKED
84,AsherBond@configuration-manager,NOT_ENOUGH_DEVELOPERS
85,Asherlc@chef-repo,NOT_ENOUGH_DEVELOPERS
86,Atalanta@cucumber-chef,ALL_OKAY
87,Atalanta@tditest,NOT_ENOUGH_DEVELOPERS
88,AyeJavier@chef-phpcli,NOT_ENOUGH_DEVELOPERS
89,AyeJavier@chef-sylius,NOT_ENOUGH_DEVELOPERS
90,AythaE@DeFesti,NOT_ENOUGH_DEVELOPERS
91,AythaE@Ejercicios-CC16-17,NOT_ENOUGH_DEVELOPERS
92,BackSlasher@chef,IS_FORKED
93,Banno@apt,IS_FORKED
94,BarthV@apt,IS_FORKED
95,BarthV@database,IS_FORKED
96,BayanGroup@vagrant-cachier,IS_FORKED
97,BeenzSyed@lamp,IS_FORKED
98,BenHigginbottom@chef-repo,NOT_ENOUGH_DEVELOPERS
99,Bigel0w@chef-repo,NOT_ENOUGH_DEVELOPERS
100,Blackbaud-ThomasNguyen@aws-codedeploy-samples,IS_FORKED
101,BlazeNikhilesh@my-cookbooks,NOT_ENOUGH_DEVELOPERS
102,Blendtec@cookbooks,NOT_ENOUGH_DEVELOPERS
103,BoriBori@threat_note,IS_FORKED
104,Brandywine2161@automation-tools-bootcamp,IS_FORKED
105,Brantone@homebrew,IS_FORKED
106,BrwnSuperman@PluFund,NOT_ENOUGH_DEVELOPERS
107,BuckyFullerInst@BFI-old,NOT_ENOUGH_DEVELOPERS
108,BuckyFullerInst@BFI-wrap,NOT_ENOUGH_DEVELOPERS
109,BuildingSync@projectmonitor,IS_FORKED
110,Burthorpe@burthorpe,NOT_ENOUGH_DEVELOPERS
